query-id	corpus-id	score
462	393152	1
464	167494	1
465	446553	1
466	217218	1
467	344340	1
468	498927	1
468	536760	1
470	45078	1
471	158122	1
471	494625	1
472	337071	1
473	466037	1
474	430901	1
478	306280	1
478	525967	1
478	574948	1
479	541705	1
479	59819	1
480	331248	1
481	229990	1
481	523415	1
481	23221	1
481	219977	1
481	13013	1
481	248361	1
481	305097	1
482	349502	1
485	584521	1
485	445731	1
485	216540	1
486	244641	1
486	393204	1
486	286017	1
486	343196	1
487	399115	1
488	56803	1
488	420672	1
489	287019	1
490	281500	1
491	459740	1
491	184445	1
491	218967	1
491	152298	1
491	135219	1
493	269447	1
493	155634	1
494	324911	1
497	66356	1
497	70452	1
498	333954	1
498	227757	1
498	113776	1
499	346444	1
499	482332	1
499	316490	1
499	347637	1
500	165645	1
501	482464	1
502	498631	1
502	549435	1
502	181678	1
506	368008	1
506	285997	1
506	30959	1
506	431754	1
507	70156	1
507	119104	1
507	182758	1
508	362778	1
508	157233	1
508	580817	1
508	138065	1
509	377152	1
510	117145	1
510	591809	1
511	556661	1
512	362069	1
513	591694	1
513	405206	1
513	434788	1
517	587220	1
518	48840	1
518	596549	1
518	261856	1
518	86852	1
520	322171	1
521	129503	1
522	237785	1
523	338348	1
524	279149	1
524	439003	1
524	21325	1
524	395499	1
524	406340	1
525	399409	1
526	491553	1
527	437877	1
528	562957	1
531	460721	1
532	409230	1
533	123756	1
535	87113	1
536	493160	1
537	304034	1
538	503362	1
538	556233	1
538	371304	1
538	20943	1
539	25019	1
540	324921	1
540	274188	1
541	533825	1
542	390435	1
544	177908	1
544	177137	1
544	380071	1
545	512914	1
545	566553	1
545	454089	1
545	12560	1
545	534870	1
545	565453	1
545	57286	1
545	467594	1
545	555608	1
545	499269	1
545	91012	1
545	374372	1
545	101046	1
546	457701	1
550	417133	1
550	73032	1
550	463449	1
552	35093	1
552	305117	1
553	444273	1
554	6343	1
554	142876	1
555	101748	1
556	327078	1
557	454931	1
558	341220	1
558	295624	1
562	193367	1
563	104572	1
564	360629	1
565	485898	1
567	395907	1
567	187790	1
567	424468	1
567	494666	1
568	171988	1
569	339553	1
571	66034	1
571	259227	1
572	434351	1
573	243855	1
573	425817	1
574	78328	1
574	60082	1
575	540671	1
575	319836	1
576	97708	1
576	489827	1
577	303685	1
578	105103	1
578	74589	1
578	180065	1
579	143677	1
579	190606	1
581	595981	1
581	161162	1
581	587154	1
582	290687	1
583	116213	1
587	153443	1
587	131926	1
587	393361	1
587	112711	1
589	333616	1
590	163865	1
591	375423	1
591	385221	1
591	319965	1
592	108052	1
592	89503	1
593	419479	1
595	368165	1
596	460175	1
597	449387	1
598	97348	1
601	490176	1
602	355369	1
605	244856	1
606	201546	1
606	300749	1
606	153520	1
606	106265	1
606	399199	1
607	205556	1
608	7066	1
608	169008	1
608	236972	1
609	539511	1
609	119857	1
610	478781	1
613	379866	1
613	550420	1
614	172306	1
615	204288	1
617	409822	1
619	61798	1
621	37183	1
623	5224	1
624	131703	1
625	427808	1
625	388613	1
625	360946	1
625	275768	1
625	158006	1
626	339463	1
627	340661	1
628	3463	1
628	75965	1
628	577768	1
629	271772	1
630	444172	1
630	39724	1
630	226201	1
631	77618	1
632	568501	1
633	385929	1
634	374258	1
635	344928	1
637	181697	1
637	162684	1
637	156326	1
638	192366	1
639	78117	1
639	391841	1
640	100655	1
642	180696	1
642	493963	1
642	383889	1
642	539320	1
643	407540	1
643	73891	1
644	140977	1
644	201954	1
644	47957	1
645	137171	1
646	587689	1
646	307505	1
646	115553	1
646	196939	1
646	13217	1
648	513367	1
649	350365	1
651	275199	1
651	258077	1
651	533354	1
651	565909	1
652	55901	1
653	220682	1
653	429555	1
654	327903	1
655	575918	1
655	535234	1
658	589123	1
658	192332	1
661	422770	1
663	411542	1
663	346793	1
664	435405	1
666	483704	1
669	183500	1
670	55200	1
671	148208	1
671	277482	1
671	213373	1
673	487778	1
675	539317	1
676	353159	1
677	79552	1
679	324331	1
680	152027	1
682	582191	1
683	546329	1
685	453839	1
686	325865	1
690	57486	1
692	224688	1
693	518406	1
693	319729	1
693	136073	1
693	210789	1
693	535947	1
693	148194	1
694	248269	1
695	399848	1
696	112987	1
696	90572	1
697	166467	1
698	17661	1
698	30220	1
700	278718	1
700	354234	1
702	414454	1
702	31863	1
703	114418	1
704	208216	1
705	319234	1
706	583269	1
707	102266	1
708	128861	1
708	513362	1
708	338439	1
709	173986	1
712	212810	1
712	580479	1
712	527433	1
712	28356	1
712	97582	1
712	129965	1
712	273307	1
712	101358	1
714	597679	1
714	463328	1
716	477434	1
718	285185	1
718	280204	1
719	349445	1
720	140567	1
722	170933	1
722	370542	1
722	349348	1
722	515233	1
723	261016	1
723	561123	1
723	114643	1
724	178874	1
724	532839	1
724	289064	1
725	89941	1
725	55598	1
725	430005	1
726	228083	1
728	224259	1
728	97295	1
729	16670	1
729	121462	1
730	11311	1
730	575527	1
730	129473	1
730	587187	1
731	521411	1
731	569455	1
732	341508	1
732	447967	1
733	202776	1
734	77990	1
735	284121	1
736	396056	1
738	341119	1
738	424439	1
739	589957	1
739	20019	1
740	185999	1
741	190537	1
742	398044	1
742	124341	1
743	80742	1
743	82119	1
746	240066	1
747	319058	1
747	172997	1
747	571902	1
749	220853	1
751	298685	1
754	43967	1
754	580213	1
755	56642	1
757	298179	1
758	360440	1
758	63569	1
759	107136	1
760	203155	1
761	134941	1
762	131483	1
762	71338	1
763	32385	1
763	260045	1
764	200210	1
765	385301	1
767	590080	1
768	102698	1
769	413722	1
769	149258	1
770	266672	1
770	522040	1
770	444747	1
771	431438	1
771	558579	1
772	426713	1
773	157712	1
777	15070	1
778	234510	1
781	163348	1
781	40967	1
782	400497	1
782	353909	1
783	204554	1
784	229436	1
784	237760	1
784	203446	1
784	297841	1
784	334603	1
784	389516	1
785	474974	1
787	347151	1
787	559553	1
788	125827	1
788	469383	1
788	519353	1
788	52445	1
789	147358	1
790	199808	1
791	521070	1
792	482932	1
792	206267	1
792	502748	1
792	283490	1
792	201447	1
792	143844	1
792	453074	1
793	460608	1
793	580561	1
793	83238	1
793	19224	1
794	427338	1
794	242439	1
795	121832	1
797	89281	1
798	487196	1
799	594280	1
802	323898	1
803	287858	1
803	31242	1
804	48401	1
805	454184	1
807	277815	1
808	54147	1
808	93185	1
809	35530	1
809	22412	1
811	244853	1
811	377409	1
812	326129	1
812	229913	1
815	23047	1
816	596289	1
818	358175	1
819	589484	1
820	589692	1
821	44398	1
822	298424	1
823	497567	1
825	162501	1
825	470062	1
825	586944	1
825	368242	1
825	500903	1
826	546190	1
827	570131	1
828	210678	1
829	491295	1
829	308049	1
830	141111	1
831	27283	1
831	209789	1
832	255519	1
833	42157	1
834	390733	1
834	122112	1
835	469497	1
836	106145	1
836	88770	1
839	10591	1
839	335626	1
839	573767	1
839	567500	1
840	195447	1
842	454584	1
844	498198	1
844	64666	1
845	239617	1
845	372223	1
845	190929	1
845	556545	1
845	506306	1
845	251667	1
847	348787	1
850	218823	1
851	297241	1
854	125981	1
854	582185	1
854	170147	1
854	448431	1
857	196321	1
857	393314	1
860	77670	1
861	573935	1
861	280356	1
861	348927	1
861	429106	1
865	444749	1
866	195637	1
867	8570	1
867	305954	1
869	124856	1
870	385932	1
871	477716	1
871	135932	1
871	166863	1
871	371579	1
872	524879	1
873	311028	1
874	128752	1
874	581345	1
875	505473	1
876	176104	1
876	53352	1
877	336468	1
878	554141	1
881	87987	1
882	236122	1
883	65040	1
884	59023	1
884	103970	1
886	220887	1
887	68190	1
888	93205	1
892	177528	1
892	102375	1
893	492401	1
893	144563	1
894	263591	1
896	422436	1
896	164392	1
898	382838	1
899	148288	1
899	73505	1
899	397679	1
899	408043	1
900	432116	1
900	169978	1
900	190941	1
901	141235	1
902	458431	1
903	208124	1
905	464385	1
905	233702	1
905	442425	1
906	513248	1
907	556219	1
907	403663	1
908	599336	1
909	417981	1
910	327232	1
911	539958	1
912	363655	1
913	571062	1
914	132780	1
914	166977	1
915	550808	1
916	165025	1
917	379233	1
918	493312	1
919	72984	1
920	166245	1
922	353120	1
923	105707	1
923	80269	1
923	247709	1
923	267667	1
923	361126	1
923	317902	1
923	350332	1
923	503942	1
924	492456	1
925	470513	1
926	347109	1
927	444145	1
930	401111	1
930	502223	1
931	52250	1
931	26397	1
933	517345	1
934	249106	1
934	125288	1
934	251258	1
934	442293	1
935	140990	1
935	422938	1
937	295509	1
937	380165	1
938	599496	1
941	295203	1
941	456636	1
942	102002	1
943	351159	1
943	194159	1
943	365187	1
944	418630	1
947	194682	1
948	280788	1
948	297938	1
948	470066	1
949	226090	1
950	588345	1
950	264425	1
950	495417	1
951	428127	1
952	86262	1
953	383172	1
954	291847	1
954	282770	1
955	556558	1
956	453263	1
958	190135	1
958	389032	1
958	368587	1
958	279588	1
961	248629	1
962	502567	1
966	77488	1
966	15676	1
967	272940	1
968	490630	1
969	413534	1
969	297427	1
969	573821	1
970	26492	1
970	571097	1
971	527489	1
972	464280	1
972	58741	1
972	197846	1
973	68486	1
974	426076	1
974	466317	1
975	533613	1
975	292490	1
976	40312	1
977	37662	1
977	372051	1
977	361689	1
978	503034	1
978	122908	1
980	560776	1
981	323389	1
983	72375	1
984	67904	1
984	138985	1
984	377335	1
985	511240	1
985	505673	1
986	122030	1
987	296750	1
989	1642	1
991	485949	1
995	231719	1
995	63047	1
996	204541	1
1001	468733	1
1012	14609	1
1019	193396	1
1021	149669	1
1021	494815	1
1021	487861	1
1021	223103	1
1022	218498	1
1028	61768	1
1029	406561	1
1030	158058	1
1032	75762	1
1032	570046	1
1032	248235	1
1041	289833	1
1041	480992	1
1044	42558	1
1044	96008	1
1044	599003	1
1046	518526	1
1046	35557	1
1053	243949	1
1054	115197	1
1064	226102	1
1064	144181	1
1064	114886	1
1072	572396	1
1073	106684	1
1075	438392	1
1076	586455	1
1077	428730	1
1077	289464	1
1077	473878	1
1077	422225	1
1077	294899	1
1077	516050	1
1077	148423	1
1078	594653	1
1079	384892	1
1080	158091	1
1081	11569	1
1082	174714	1
1083	226976	1
1083	593554	1
1083	313310	1
1086	97636	1
1086	62869	1
1087	578196	1
1092	386994	1
1092	466778	1
1092	439959	1
1092	484658	1
1092	279229	1
1092	107152	1
1093	121621	1
1093	359465	1
1093	65407	1
1093	285502	1
1093	59687	1
1093	261024	1
1093	415745	1
1093	484382	1
1093	99679	1
1094	62047	1
1098	84996	1
1099	433646	1
1101	411375	1
1101	502514	1
1101	388696	1
1101	9243	1
1101	216108	1
1102	37725	1
1102	584218	1
1102	524788	1
1102	392124	1
1103	495827	1
1104	141331	1
1104	553328	1
1105	245654	1
1105	42625	1
1106	415179	1
1108	430728	1
1109	115584	1
1110	100936	1
1110	5298	1
1110	322428	1
1111	262589	1
1113	454265	1
1113	51725	1
1114	474057	1
1114	185681	1
1115	256448	1
1116	242501	1
1117	327997	1
1117	177050	1
1118	335667	1
1119	136850	1
1120	51203	1
1120	23121	1
1120	391715	1
1120	271129	1
1121	420810	1
1121	562220	1
1121	424053	1
1121	294191	1
1121	483220	1
1121	217473	1
1121	453948	1
1121	553652	1
1121	403480	1
1122	21699	1
1122	30912	1
1123	2528	1
1125	147624	1
1125	63919	1
1125	543114	1
1126	143862	1
1127	225030	1
1127	491600	1
1128	442146	1
1129	222726	1
1130	336917	1
1130	247473	1
1132	580240	1
1133	310207	1
1134	365721	1
1134	153452	1
1135	479548	1
1136	263259	1
1137	88508	1
1137	252942	1
1137	234506	1
1137	232388	1
1137	126065	1
1139	469270	1
1140	119051	1
1142	500744	1
1146	445306	1
1147	437706	1
1147	135005	1
1147	531051	1
1147	317419	1
1147	88597	1
1147	564796	1
1148	246547	1
1148	390015	1
1148	110465	1
1148	170867	1
1148	513606	1
1148	32057	1
1149	278077	1
1153	163199	1
1154	88973	1
1154	165364	1
1154	516103	1
1155	509318	1
1156	496959	1
1158	480005	1
1160	554293	1
1160	306180	1
1161	168139	1
1161	109424	1
1162	92819	1
1163	285449	1
1164	567383	1
1165	442142	1
1165	91882	1
1166	53200	1
1167	345942	1
1169	293628	1
1169	589429	1
1170	65875	1
1170	239512	1
1170	481555	1
1171	461290	1
1171	250564	1
1177	386305	1
1177	225282	1
1177	584304	1
1177	482310	1
1178	542649	1
1178	8063	1
1178	467511	1
1178	444540	1
1178	426343	1
1181	541809	1
1185	503651	1
1188	526664	1
1188	538238	1
1189	476980	1
1189	420846	1
1190	354716	1
1191	519473	1
1194	300418	1
1196	400947	1
1196	263659	1
1196	335435	1
1196	374049	1
1196	445314	1
1196	408027	1
1196	420436	1
1197	365689	1
1197	242923	1
1199	88967	1
1204	144079	1
1204	481978	1
1204	540911	1
1210	297467	1
1210	256006	1
1215	338096	1
1224	94630	1
1224	76049	1
1232	482594	1
1232	380773	1
1232	575007	1
1232	529265	1
1232	106167	1
1232	590632	1
1232	450779	1
1232	99465	1
1232	325633	1
1232	440019	1
1232	95952	1
1232	424274	1
1232	127339	1
1232	281823	1
1244	205229	1
1246	193850	1
1246	329450	1
1246	160922	1
1246	402230	1
1248	182989	1
1249	386818	1
1249	471327	1
1249	203820	1
1253	454465	1
1258	397367	1
1264	479426	1
1264	226831	1
1264	63276	1
1264	94710	1
1264	25205	1
1264	418771	1
1265	585722	1
1265	343379	1
1266	439460	1
1266	451020	1
1266	196374	1
1267	153377	1
1271	307688	1
1272	567161	1
1273	383238	1
1273	304179	1
1273	325371	1
1274	591909	1
1275	537930	1
1275	30250	1
1275	140533	1
1277	547941	1
1278	385474	1
1278	229964	1
1278	160198	1
1278	514939	1
1278	171565	1
1278	498666	1
1278	146298	1
1278	539287	1
1278	332916	1
1279	595121	1
1280	156662	1
1282	74560	1
1283	189391	1
1285	117685	1
1285	92504	1
1285	415973	1
1285	522723	1
1289	384192	1
1291	260848	1
1291	260385	1
1291	458079	1
1293	32280	1
1295	559671	1
1295	254783	1
1295	313248	1
1296	79220	1
1296	475270	1
1296	481810	1
1298	323145	1
1298	507739	1
1299	458750	1
1299	514969	1
1299	443896	1
1299	360011	1
1299	573677	1
1299	485984	1
1299	453915	1
1300	598834	1
1300	171489	1
1301	522619	1
1302	347198	1
1302	539208	1
1302	327177	1
1302	481194	1
1303	566041	1
1304	60446	1
1305	584419	1
1307	70724	1
1307	162589	1
1308	257703	1
1308	239769	1
1311	71987	1
1311	256972	1
1312	560195	1
1312	503742	1
1312	167896	1
1312	383921	1
1312	528206	1
1312	422331	1
1313	536497	1
1315	252273	1
1315	193251	1
1318	588211	1
1318	423639	1
1323	475497	1
1323	124860	1
1323	41094	1
1323	237607	1
1323	149482	1
1323	5836	1
1323	442625	1
1323	60688	1
1324	256010	1
1324	398206	1
1324	108433	1
1324	477851	1
1324	416787	1
1327	528661	1
1327	501230	1
1328	115561	1
1329	62966	1
1330	241136	1
1330	87324	1
1332	85368	1
1332	147163	1
1332	344236	1
1332	361741	1
1337	245011	1
1337	132371	1
1339	546779	1
1339	226751	1
1339	371192	1
1339	20432	1
1339	496272	1
1342	176424	1
1342	297391	1
1342	47923	1
1342	336387	1
1342	241708	1
1342	140067	1
1347	439109	1
1352	57557	1
1353	576185	1
1358	386481	1
1359	98079	1
1360	439540	1
1361	432545	1
1361	120438	1
1362	236612	1
1363	216892	1
1365	373501	1
1365	138505	1
1366	82140	1
1366	95559	1
1367	284173	1
1367	18373	1
1367	184924	1
1367	119513	1
1367	463829	1
1368	153383	1
1369	334391	1
1369	501973	1
1369	307117	1
1369	585797	1
1369	244405	1
1369	448759	1
1369	520763	1
1369	562336	1
1371	141458	1
1372	439248	1
1372	420295	1
1372	318111	1
1373	257417	1
1373	350497	1
1373	568667	1
1373	162523	1
1376	267727	1
1376	519425	1
1376	14951	1
1376	210878	1
1385	78486	1
1387	588253	1
1387	241030	1
1388	42924	1
1388	472824	1
1392	488916	1
1392	400983	1
1392	212988	1
1392	407551	1
1392	572351	1
1392	493438	1
1392	420379	1
1392	266944	1
1392	435125	1
1394	62653	1
1394	167322	1
1394	180362	1
1394	408546	1
1394	131788	1
1394	381665	1
1394	186184	1
1394	444829	1
1394	94729	1
1394	460196	1
1395	503047	1
1395	72372	1
1397	473641	1
1397	415408	1
1397	230467	1
1397	58035	1
1399	483942	1
1399	140428	1
1400	331384	1
1400	185384	1
1402	216077	1
1404	576873	1
1404	334902	1
1407	425487	1
1407	400532	1
1412	592192	1
1412	285024	1
1412	175768	1
1418	401254	1
1421	296475	1
1421	367873	1
1422	475955	1
1422	144739	1
1422	551029	1
1422	407372	1
1423	68275	1
1423	105527	1
1423	529459	1
1425	194319	1
1425	131335	1
1425	472500	1
1426	310612	1
1426	532743	1
1428	36193	1
1431	129272	1
1433	58426	1
1437	471686	1
1437	50310	1
1438	203905	1
1438	185282	1
1438	583956	1
1439	407313	1
1439	304009	1
1439	28974	1
1439	80655	1
1440	376467	1
1440	355558	1
1440	365372	1
1443	436505	1
1443	245122	1
1443	124507	1
1443	582955	1
1446	218460	1
1446	133701	1
1446	552747	1
1447	18570	1
1447	452896	1
1447	102995	1
1449	336017	1
1449	287348	1
1449	464263	1
1449	54424	1
1449	211908	1
1449	545964	1
1449	173883	1
1449	508489	1
1452	171054	1
1452	515690	1
1456	26508	1
1456	483664	1
1456	12906	1
1460	158008	1
1460	159460	1
1460	453299	1
1460	251561	1
1460	26996	1
1460	277964	1
1461	468717	1
1461	31244	1
1461	350110	1
1461	516561	1
1461	118960	1
1461	226197	1
1461	564396	1
1461	48227	1
1461	482739	1
1461	592891	1
1463	243886	1
1463	24385	1
1464	119316	1
1464	160275	1
1465	280435	1
1466	9390	1
1466	15731	1
1466	466888	1
1470	237323	1
1470	460058	1
1471	86134	1
1472	452338	1
1472	517279	1
1472	8321	1
1472	18750	1
1472	365763	1
1472	343837	1
1474	153505	1
1474	471872	1
1474	323015	1
1474	264857	1
1474	179631	1
1475	280021	1
1476	100867	1
1476	54341	1
1476	348735	1
1476	310488	1
1476	33157	1
1476	293651	1
1477	193529	1
1477	271436	1
1477	510181	1
1481	341652	1
1481	233988	1
1481	563405	1
1481	172691	1
1483	173212	1
1483	11539	1
1483	206466	1
1485	54333	1
1485	422697	1
1485	110102	1
1485	595765	1
1485	131761	1
1485	214358	1
1489	81843	1
1489	40854	1
1489	256505	1
1489	524242	1
1489	532804	1
1489	447922	1
1490	592796	1
1492	231677	1
1492	546239	1
1493	189678	1
1493	189824	1
1493	10849	1
1493	575649	1
1493	156756	1
1493	453624	1
1493	141425	1
1493	528363	1
1493	440696	1
1494	468741	1
1495	533537	1
1495	514876	1
1495	238360	1
1505	172778	1
1505	585494	1
1505	222153	1
1505	201415	1
1505	393104	1
1505	284805	1
1505	269918	1
1505	121160	1
1505	426591	1
1505	444234	1
1505	487348	1
1505	405344	1
1505	592654	1
1505	200477	1
1505	326019	1
1505	9597	1
1505	44574	1
1505	328770	1
1505	34537	1
1505	302315	1
1505	207914	1
1505	264053	1
1505	192669	1
1508	41214	1
1519	310190	1
1523	299002	1
1523	146388	1
1531	350839	1
1531	571711	1
1532	14461	1
1542	362468	1
1542	101103	1
1542	139978	1
1542	143728	1
1545	175692	1
1545	431110	1
1545	79646	1
1545	376839	1
1545	337793	1
1546	199785	1
1547	576513	1
1549	566091	1
1549	23483	1
1549	531171	1
1550	5715	1
1550	34108	1
1550	564718	1
1550	346114	1
1550	9814	1
1552	6103	1
1552	200131	1
1552	18790	1
1552	296345	1
1552	544439	1
1553	107794	1
1555	263202	1
1555	345366	1
1555	24667	1
1556	106831	1
1557	314110	1
1558	64598	1
1558	253210	1
1559	102507	1
1559	300486	1
1560	201294	1
1563	80563	1
1563	510579	1
1564	5762	1
1566	387578	1
1567	120986	1
1569	117661	1
1570	332626	1
1570	417208	1
1574	534031	1
1575	528838	1
1575	75005	1
1576	70806	1
1576	514350	1
1576	365675	1
1579	304662	1
1579	181538	1
1579	152689	1
1580	86273	1
1580	167869	1
1580	389356	1
1580	126299	1
1583	504989	1
1583	354618	1
1583	444748	1
1583	409910	1
1583	325866	1
1583	58753	1
1583	6341	1
1583	215635	1
1584	447917	1
1586	201122	1
1587	355959	1
1587	26790	1
1587	529565	1
1589	233226	1
1589	365479	1
1589	377742	1
1589	565827	1
1589	199467	1
1591	460008	1
1591	350357	1
1591	394276	1
1591	404954	1
1591	304411	1
1591	599563	1
1591	410450	1
1593	449116	1
1593	308113	1
1594	179144	1
1595	217499	1
1596	166442	1
1596	149780	1
1597	448582	1
1597	186019	1
1598	45727	1
1599	535307	1
1600	361978	1
1600	564475	1
1601	568629	1
1601	510676	1
1604	246706	1
1604	279317	1
1604	260292	1
1604	168827	1
1608	358837	1
1609	412235	1
1609	208276	1
1609	440457	1
1610	41417	1
1610	315780	1
1610	31462	1
1612	345795	1
1612	152502	1
1612	562368	1
1613	346495	1
1613	72445	1
1613	346843	1
1613	496385	1
1614	171473	1
1614	344386	1
1614	98381	1
1614	477853	1
1614	217030	1
1614	379932	1
1614	321199	1
1614	414387	1
1614	55522	1
1614	388685	1
1614	389221	1
1615	172594	1
1615	331898	1
1615	555621	1
1615	84858	1
1615	135509	1
1618	468718	1
1618	165397	1
1618	316359	1
1618	407893	1
1618	91388	1
1618	465260	1
1618	39720	1
1619	210300	1
1619	205669	1
1619	489368	1
1620	492210	1
1620	451328	1
1620	438976	1
1620	555999	1
1620	518805	1
1620	324548	1
1622	323662	1
1622	369577	1
1624	458884	1
1624	407385	1
1624	387858	1
1625	234040	1
1625	546969	1
1625	527519	1
1625	421282	1
1625	367294	1
1625	60495	1
1625	466995	1
1627	174292	1
1627	123570	1
1627	254199	1
1628	89973	1
1628	470983	1
1628	515788	1
1628	78183	1
1628	259904	1
1631	89786	1
1632	427024	1
1633	81281	1
1633	78367	1
1633	110360	1
1634	308255	1
1635	552305	1
1635	79411	1
1635	352136	1
1635	134047	1
1635	413694	1
1635	291931	1
1636	452939	1
1636	517391	1
1636	501536	1
1636	406768	1
1636	380612	1
1636	385955	1
1636	315126	1
1636	140875	1
1636	291312	1
1637	521910	1
1637	254206	1
1638	188893	1
1642	62360	1
1642	576673	1
1642	366484	1
1644	280538	1
1645	345475	1
1647	407316	1
1647	327202	1
1648	94273	1
1648	321743	1
1648	266099	1
1648	562526	1
1649	209197	1
1652	425559	1
1652	487438	1
1652	300297	1
1652	162817	1
1652	95320	1
1652	574432	1
1652	101816	1
1652	80840	1
1652	73918	1
1652	307276	1
1652	93189	1
1652	423398	1
1652	566184	1
1652	318929	1
1652	536475	1
1652	115581	1
1652	254303	1
1652	165100	1
1652	574415	1
1654	378390	1
1655	135896	1
1655	29813	1
1657	352851	1
1659	192856	1
1661	1066	1
1661	170665	1
1668	254635	1
1668	507701	1
1669	278702	1
1669	239484	1
1669	222380	1
1669	419245	1
1669	537313	1
1669	90432	1
1669	2436	1
1669	557861	1
1669	118620	1
1669	212384	1
1673	374264	1
1673	418999	1
1673	445548	1
1673	542022	1
1673	124505	1
1677	562463	1
1677	329310	1
1677	149820	1
1678	578619	1
1678	576136	1
1678	172636	1
1678	234623	1
1678	247942	1
1678	188232	1
1678	12740	1
1678	295082	1
1678	542667	1
1678	117082	1
1678	531395	1
1678	532139	1
1678	595625	1
1678	72189	1
1680	453961	1
1680	494880	1
1681	177074	1
1681	598997	1
1682	510716	1
1682	302022	1
1684	192726	1
1685	422062	1
1686	223624	1
1687	73457	1
1689	407040	1
1689	47044	1
1689	583817	1
1690	91707	1
1695	20888	1
1696	40012	1
1696	293842	1
1698	313913	1
1698	406434	1
1702	119161	1
1702	344065	1
1703	52343	1
1703	392980	1
1703	121590	1
1703	149723	1
1704	82628	1
1706	443315	1
1706	531370	1
1707	31779	1
1707	557573	1
1707	193050	1
1707	264740	1
1707	397899	1
1707	391215	1
1707	520781	1
1708	45600	1
1710	55250	1
1711	1531	1
1711	587514	1
1711	23074	1
1713	594414	1
1713	372107	1
1713	75252	1
1714	395721	1
1714	272279	1
1714	434437	1
1717	177575	1
1717	122998	1
1717	308330	1
1717	561750	1
1721	569645	1
1721	499502	1
1721	18647	1
1724	588327	1
1725	238682	1
1728	78677	1
1728	155648	1
1729	224665	1
1729	546277	1
1730	545341	1
1730	292447	1
1730	375792	1
1730	306855	1
1731	381100	1
1731	321475	1
1731	319678	1
1731	51875	1
1734	382284	1
1734	453549	1
1735	479542	1
1740	67536	1
1740	298365	1
1740	269917	1
1740	405591	1
1742	24421	1
1742	347696	1
1749	534291	1
1749	278197	1
1749	493660	1
1754	562458	1
1754	327080	1
1756	290236	1
1756	53649	1
1756	29849	1
1756	376797	1
1758	552356	1
1758	531442	1
1758	231990	1
1760	130208	1
1761	134761	1
1761	242478	1
1761	521868	1
1761	284680	1
1762	3336	1
1762	333292	1
1763	267740	1
1763	68249	1
1763	351025	1
1769	329620	1
1769	254499	1
1770	351672	1
1770	440893	1
1771	358631	1
1773	333844	1
1773	347760	1
1773	365333	1
1773	364316	1
1773	523792	1
1773	252758	1
1774	567193	1
1774	499028	1
1774	43370	1
1775	496947	1
1777	383088	1
1777	549915	1
1777	59729	1
1777	45607	1
1778	390614	1
1778	156391	1
1778	434619	1
1782	158816	1
1784	200136	1
1784	119853	1
1784	494618	1
1785	273790	1
1786	224345	1
1787	565356	1
1787	99797	1
1787	194335	1
1787	445089	1
1787	373346	1
1787	345823	1
1792	252471	1
1792	180345	1
1792	380945	1
1792	552562	1
1792	574319	1
1792	285524	1
